Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,52.7,19.46,19.6,29.01,217.09,87.2,5.97,35.52,506.33,1.92,90.86,,,,,,
,,,52.72,19.27,16.86,28.93,123.46,93.3,5.17,44.56,456.47,2.05,79.93,,,,,,
,,,52.73,23.41,16.86,41.29,251.95,103.63,8.59,34.14,459.85,2.27,98.1,,,,,,
,,,52.75,16.84,17.32,34.7,207.72,115.58,6.94,31.84,485.27,1.81,101.69,,,,,,
,,,52.77,19.38,15.41,25.5,205.04,104.95,6.81,47.94,526.69,1.92,107.52,,,,,,
,,,52.78,16.21,14.51,30.43,178.33,95.65,8.49,34.45,573.02,2.04,93.62,,,,,,
,,,52.8,18.99,16.86,39.55,157.55,104.65,5.56,29.4,419.84,1.74,80.76,,,,,,
,,,52.82,21.55,16.05,26.99,191.53,123.18,5.33,38.14,493.38,2.07,108.6,,,,,,
,,,52.83,16.74,13.7,37.3,186.88,111.5,8.67,36.19,535.08,1.72,128.94,,,,,,
,,,52.85,16.79,17.07,36.13,174.42,103.73,6.85,36.59,532.67,2.25,121.89,,,,,,
,,,52.87,17.23,17.45,35.72,204.15,94.33,5.95,39.39,595.13,1.61,101.13,,,,,,
,,,52.88,22.11,13.06,31.32,152.2,111.93,6.68,37.06,682.41,2.29,81.18,,,,,,
,,,52.9,21.75,18.68,31.25,159.53,109.6,7.34,39.88,600.9,1.94,92.15,,,,,,
,,,52.92,26.16,20.48,38.12,177.62,83.95,5.99,27.95,538.93,2.37,112.33,,,,,,
,,,52.93,16.63,23.12,34.7,199.15,106.89,5.75,48.84,429.19,2.98,85.34,,,,,,
,,,52.95,18.87,19.27,35.57,200.74,103.07,9.75,48.91,540.65,1.51,107.19,,,,,,
,,,52.97,22.33,17.3,35.68,164.99,98.1,7.21,37.44,489.67,1.5,113.51,,,,,,
,,,52.98,21.78,18.95,26.48,197.16,72.1,5.12,41.58,497.72,1.69,109.96,,,,,,
,,,53.0,24.23,17.66,30.86,240.3,80.12,6.82,41.43,424.53,2.31,112.94,,,,,,
,,,53.02,24.51,20.18,30.74,142.49,101.73,5.26,36.8,498.44,1.81,95.66,,,,,,
,,,53.03,18.12,17.08,34.1,175.19,86.57,9.3,41.64,475.48,2.05,121.55,,,,,,
,,,53.05,23.68,16.82,36.12,170.3,119.6,6.62,40.64,512.02,1.92,117.77,,,,,,
,,,53.07,21.4,15.59,28.8,191.05,113.0,7.78,45.18,556.32,1.75,104.77,,,,,,
,,,53.08,18.34,14.15,33.94,179.57,85.42,5.68,32.34,478.18,2.01,125.04,,,,,,
,,,53.1,20.09,14.5,43.19,170.07,94.09,8.25,41.87,659.42,2.06,107.93,,,,,,
,,,53.12,17.32,13.32,32.04,236.15,85.71,8.11,35.99,506.53,2.1,96.66,,,,,,
,,,53.13,21.12,15.31,47.84,187.78,81.64,6.82,27.82,527.83,1.89,104.01,,,,,,
,,,53.15,23.04,11.24,30.1,148.09,131.08,7.67,43.69,545.69,1.87,110.46,,,,,,
,,,53.17,17.8,22.7,39.63,246.43,74.36,6.44,31.35,510.83,2.01,115.59,,,,,,
,,,53.18,20.63,13.89,37.4,163.2,95.83,7.76,43.7,531.99,1.92,89.08,,,,,,
,,,53.2,18.67,17.35,36.27,182.08,130.22,5.92,32.72,588.88,1.67,131.98,,,,,,
,,,53.22,16.08,18.99,30.61,217.94,80.16,6.7,40.28,421.72,1.67,92.48,,,,,,
,,,53.23,25.27,20.3,38.11,187.07,98.25,9.54,33.91,548.44,2.03,112.85,,,,,,
,,,53.25,20.03,17.81,43.67,187.13,85.8,6.64,43.43,541.04,2.15,118.11,,,,,,
,,,53.27,18.06,16.54,35.92,167.84,88.27,6.55,36.7,429.92,1.76,91.38,,,,,,
,,,53.28,26.82,18.39,35.51,167.51,112.11,6.85,46.37,690.4,1.91,74.33,,,,,,
,,,53.3,18.27,15.78,31.85,167.23,102.01,7.91,29.91,464.34,1.97,101.5,,,,,,
,,,53.32,28.44,17.6,37.95,162.77,99.25,8.73,40.09,460.74,2.19,89.84,,,,,,
,,,53.33,18.16,14.77,38.31,302.42,113.0,8.22,31.58,589.91,1.85,124.2,,,,,,
,,,53.35,20.56,19.92,38.98,172.55,113.69,6.72,39.64,598.73,1.88,131.24,,,,,,
,,,53.37,19.08,17.7,40.34,177.78,114.82,6.56,41.74,499.55,1.42,73.65,,,,,,
,,,53.38,17.45,18.74,34.32,161.29,103.81,6.17,39.35,577.85,2.0,121.3,,,,,,
,,,53.4,23.44,20.25,39.64,225.62,99.71,7.39,34.87,478.57,2.22,102.34,,,,,,
,,,53.42,21.46,16.84,28.18,190.24,116.36,7.32,45.63,473.81,1.91,96.08,,,,,,
,,,53.43,24.19,18.53,32.68,207.25,108.28,8.86,31.02,616.06,2.23,108.38,,,,,,
,,,53.45,19.46,12.01,29.44,185.66,122.69,7.9,33.48,455.27,1.8,134.32,,,,,,
,,,53.47,17.16,18.55,30.2,167.81,98.77,8.61,35.08,561.37,2.07,93.34,,,,,,
,,,53.48,20.56,20.72,39.32,203.97,112.02,6.15,34.96,552.55,2.02,94.6,,,,,,
,,,53.5,13.5,20.2,23.25,155.09,92.16,7.85,38.93,581.92,1.9,101.56,,,,,,
,,,53.52,19.66,18.73,27.29,174.65,128.67,4.75,44.43,394.54,1.7,88.11,,,,,,
,,,53.53,22.07,17.26,33.34,210.43,104.92,5.98,48.35,588.97,2.03,91.61,,,,,,
,,,53.55,19.6,15.68,33.68,169.01,87.18,7.56,27.56,607.46,2.44,111.86,,,,,,
,,,53.57,18.9,19.35,46.82,176.9,106.54,5.81,40.29,487.64,2.17,92.33,,,,,,
,,,53.58,16.25,16.31,33.51,218.4,95.31,7.08,41.88,507.82,2.53,92.89,,,,,,
,,,53.6,21.21,21.05,32.35,207.54,123.74,7.45,35.9,494.15,2.27,95.95,,,,,,
,,,53.62,21.46,20.47,38.77,227.62,84.47,7.17,35.56,374.61,2.0,88.03,,,,,,
,,,53.63,16.82,20.8,30.33,170.28,99.41,6.45,41.09,663.68,1.72,116.17,,,,,,
,,,53.65,18.4,20.96,30.54,220.03,95.25,6.74,38.13,562.2,1.39,88.94,,,,,,
,,,53.67,18.56,21.91,38.14,203.05,100.26,8.18,30.28,553.54,1.99,117.3,,,,,,
,,,53.68,16.12,14.75,31.29,208.16,117.52,7.8,30.68,595.57,2.66,113.04,,,,,,
,,,53.7,16.12,20.77,36.44,200.14,83.42,6.37,37.24,561.31,2.04,88.16,,,,,,
,,,53.72,19.94,19.56,36.25,184.58,102.52,5.61,40.38,488.11,1.92,105.71,,,,,,
,,,53.73,16.86,19.17,27.34,196.62,101.08,6.23,38.07,722.92,2.32,99.42,,,,,,
,,,53.75,17.43,15.9,29.43,168.0,107.7,5.81,38.72,453.33,2.7,116.89,,,,,,
,,,53.77,16.91,17.85,33.86,234.74,115.26,6.45,49.52,553.43,1.68,91.91,,,,,,
,,,53.78,19.51,18.7,28.47,217.74,130.04,5.66,36.05,472.89,1.85,100.45,,,,,,
,,,53.8,21.47,23.03,46.01,198.93,109.39,7.24,37.63,506.04,1.8,109.35,,,,,,
,,,53.82,19.78,18.75,41.5,167.4,97.42,4.54,39.69,596.96,1.86,106.54,,,,,,
,,,53.83,21.19,16.46,41.76,199.78,83.14,8.03,33.43,424.16,1.76,74.76,,,,,,
,,,53.85,19.2,22.36,36.42,161.11,98.64,6.14,42.69,553.96,1.69,126.03,,,,,,
,,,53.87,19.61,15.46,37.64,200.65,106.68,7.34,43.03,493.72,1.79,126.02,,,,,,
,,,53.88,18.63,20.59,21.19,219.83,95.85,6.63,36.38,349.03,1.99,112.48,,,,,,
,,,53.9,20.7,18.39,36.28,193.98,115.06,5.82,40.06,460.03,2.11,91.83,,,,,,
,,,53.92,21.33,22.79,40.91,149.27,107.36,6.44,33.15,624.59,2.04,104.99,,,,,,
,,,53.93,19.83,17.07,40.53,188.96,89.06,6.66,36.08,537.82,1.77,88.22,,,,,,
,,,53.95,17.86,23.59,36.0,202.89,102.62,7.69,35.98,573.8,2.0,88.14,,,,,,
,,,53.97,17.54,19.72,36.01,206.46,92.98,6.49,33.7,528.0,2.29,107.94,,,,,,
,,,53.98,18.36,16.7,36.75,190.43,100.09,6.78,37.04,612.85,2.29,96.87,,,,,,
,,,54.0,14.84,17.84,37.97,198.73,102.11,5.71,33.41,467.45,1.82,85.25,,,,,,
,,,54.02,19.36,12.98,38.48,261.64,105.23,7.13,35.64,527.49,2.25,86.77,,,,,,
,,,54.03,21.58,19.98,40.4,167.21,96.19,7.04,29.56,479.93,1.9,88.44,,,,,,
,,,54.05,22.52,20.25,26.06,168.33,98.74,7.92,28.97,539.0,1.75,85.31,,,,,,
,,,54.07,22.06,15.51,41.44,183.47,92.82,7.06,38.16,517.91,1.98,92.66,,,,,,
,,,54.08,16.33,16.79,32.86,204.04,110.35,6.91,44.88,606.37,2.23,107.64,,,,,,
,,,54.1,15.53,19.58,34.29,148.25,82.17,6.15,50.89,571.13,1.58,103.55,,,,,,
,,,54.12,24.05,16.32,47.08,225.98,96.95,7.62,25.51,495.46,2.1,110.49,,,,,,
,,,54.13,18.39,19.43,37.35,229.87,111.48,5.52,32.86,445.51,1.43,102.75,,,,,,
,,,54.15,21.56,19.99,33.43,193.19,132.28,6.48,35.86,440.16,1.8,83.47,,,,,,
,,,54.17,19.19,15.82,41.43,173.86,102.14,6.64,34.18,493.43,1.97,101.03,,,,,,
,,,54.18,17.75,20.0,34.86,184.52,109.91,6.71,32.75,435.04,2.44,93.88,,,,,,
,,,54.2,19.47,14.46,25.99,203.83,98.47,7.35,39.78,441.86,2.03,115.12,,,,,,
,,,54.22,15.11,14.73,46.39,204.82,98.93,7.92,33.17,508.13,2.22,132.29,,,,,,
,,,54.23,21.06,19.73,26.53,151.75,70.54,7.31,30.26,493.83,1.97,78.73,,,,,,
,,,54.25,19.95,25.75,32.62,205.32,116.6,7.14,34.7,437.37,2.32,101.82,,,,,,
,,,54.27,16.03,13.93,39.51,157.81,131.91,4.37,31.47,471.46,2.57,98.4,,,,,,
,,,54.28,19.61,15.66,36.46,189.51,115.83,5.89,26.43,563.61,2.02,107.09,,,,,,
,,,54.3,17.41,16.75,32.59,154.22,108.41,6.35,35.45,436.53,2.28,111.4,,,,,,
,,,54.32,19.03,18.58,39.88,235.56,109.93,5.72,35.99,354.55,1.88,121.55,,,,,,
,,,54.33,22.78,22.39,40.11,171.51,123.29,5.22,35.29,418.06,2.51,85.09,,,,,,
,,,54.35,18.92,21.63,40.15,151.15,85.5,6.71,36.68,478.28,2.17,136.41,,,,,,
,,,54.37,17.19,22.37,31.93,162.43,89.41,7.19,31.64,555.72,2.4,109.97,,,,,,
,,,54.38,18.98,15.49,32.53,223.51,95.92,6.55,49.9,501.13,1.96,97.05,,,,,,
,,,54.4,15.5,21.56,31.5,187.45,108.64,6.88,40.91,558.53,1.88,119.21,,,,,,
,,,54.42,19.11,14.68,36.27,159.26,98.14,5.7,27.62,281.49,2.47,112.08,,,,,,
,,,54.43,20.63,16.02,40.51,141.71,95.83,8.17,34.0,660.88,2.02,108.45,,,,,,
,,,54.45,28.48,18.35,31.83,209.02,97.36,8.0,37.66,471.12,1.67,130.39,,,,,,
,,,54.47,19.96,14.63,35.99,140.32,78.35,7.28,24.64,592.42,1.69,142.13,,,,,,
,,,54.48,20.82,16.6,47.88,170.62,90.41,7.27,27.32,519.62,1.86,114.6,,,,,,
,,,54.5,17.39,16.58,40.72,241.68,121.76,6.16,27.97,633.87,1.86,99.35,,,,,,
,,,54.52,18.14,20.4,36.23,191.27,99.97,6.56,36.7,445.59,2.52,104.02,,,,,,
,,,54.53,16.61,19.93,34.71,161.61,99.65,7.73,30.72,480.24,2.14,113.8,,,,,,
,,,54.55,18.39,16.45,34.91,219.97,101.94,7.89,29.79,451.74,2.41,98.72,,,,,,
,,,54.57,13.17,20.87,33.56,208.73,120.01,7.83,38.8,545.83,2.01,97.52,,,,,,
,,,54.58,14.29,20.68,29.76,201.09,79.77,7.12,37.88,632.12,1.73,86.21,,,,,,
,,,54.6,19.61,25.24,42.74,212.29,93.8,7.1,39.5,523.2,1.98,101.71,,,,,,
,,,54.62,19.57,20.94,28.87,211.61,99.64,6.73,36.4,481.44,2.44,93.18,,,,,,
,,,54.63,21.94,17.1,35.02,227.44,109.7,8.35,32.06,545.09,1.51,101.32,,,,,,
,,,54.65,19.01,15.8,37.94,191.89,98.18,7.36,41.11,503.85,2.0,80.89,,,,,,
,,,54.67,21.21,15.63,46.6,171.23,85.79,9.75,39.6,571.48,1.89,102.63,,,,,,
,,,54.68,21.18,20.49,34.51,190.77,108.4,6.77,32.62,663.63,1.53,98.94,,,,,,
,,,54.7,16.51,19.24,32.71,221.49,97.27,6.2,26.69,498.32,2.22,97.17,,,,,,
,,,54.72,14.09,21.52,38.43,167.0,77.32,8.22,38.49,422.45,1.64,96.17,,,,,,
,,,54.73,14.45,23.73,30.2,182.78,124.1,6.4,43.59,615.52,2.36,89.26,,,,,,
,,,54.75,14.77,13.17,41.27,173.71,92.79,7.48,35.42,598.82,2.64,116.76,,,,,,
,,,54.77,18.76,16.87,50.99,186.01,88.49,6.44,34.38,518.7,1.76,108.91,,,,,,
,,,54.78,17.61,17.28,36.03,165.13,107.85,5.94,45.57,386.03,2.42,105.85,,,,,,
,,,54.8,17.12,14.93,31.58,208.24,76.99,6.47,36.5,373.82,1.98,99.27,,,,,,
,,,54.82,19.75,17.0,27.45,159.03,101.17,6.65,31.32,544.59,2.19,75.46,,,,,,
,,,54.83,18.86,20.08,36.1,149.43,81.05,7.79,35.73,572.88,2.3,98.96,,,,,,
,,,54.85,16.45,16.39,36.43,180.09,119.25,6.33,37.89,562.65,2.24,90.65,,,,,,
,,,54.87,22.83,20.75,43.3,189.22,125.55,7.59,37.87,597.85,2.0,101.72,,,,,,
,,,54.88,18.3,14.85,40.92,180.97,114.0,5.65,34.86,460.77,1.94,107.18,,,,,,
,,,54.9,15.95,22.04,32.61,188.05,114.1,6.41,35.34,443.91,1.99,100.51,,,,,,
,,,54.92,20.63,26.63,32.46,185.15,103.83,5.64,35.37,436.13,1.74,105.3,,,,,,
,,,54.93,21.76,18.85,44.88,174.48,100.79,5.57,29.7,454.59,1.83,93.9,,,,,,
,,,54.95,20.32,19.06,31.8,219.94,96.45,6.8,41.6,626.92,1.92,103.38,,,,,,
,,,54.97,15.35,17.99,36.14,178.55,76.54,8.55,42.49,495.59,2.51,96.64,,,,,,
,,,54.98,18.6,16.54,41.71,157.48,109.8,8.8,34.92,494.95,1.82,86.6,,,,,,
,,,55.0,17.84,17.92,36.29,160.53,105.28,6.2,42.73,427.89,2.22,120.62,,,,,,
,,,55.02,19.98,18.77,37.9,203.65,81.15,6.9,34.25,486.95,1.92,89.84,,,,,,
,,,55.03,20.09,20.25,32.64,198.78,92.48,6.16,36.58,539.07,1.61,76.84,,,,,,
,,,55.05,20.67,18.49,39.14,194.62,94.01,7.08,31.12,490.14,2.47,96.11,,,,,,
,,,55.07,20.15,17.53,36.3,199.58,80.51,7.25,32.28,373.71,2.08,121.44,,,,,,
,,,55.08,15.69,19.68,45.4,138.35,106.11,8.17,34.77,457.77,1.56,110.4,,,,,,
,,,55.1,20.14,19.26,42.21,235.47,114.51,6.65,41.46,501.81,2.22,123.6,,,,,,
,,,55.12,20.62,21.86,26.59,202.61,113.65,6.78,40.03,514.31,2.26,96.37,,,,,,
,,,55.13,13.98,21.31,40.37,167.22,106.75,6.73,34.16,509.3,1.88,91.2,,,,,,
,,,55.15,18.02,15.53,40.06,216.68,114.57,6.61,46.13,562.01,1.93,73.78,,,,,,
,,,55.17,15.52,19.22,40.88,208.11,101.75,8.13,34.76,552.49,2.08,105.88,,,,,,
,,,55.18,16.51,17.53,34.91,209.08,88.28,6.71,36.34,631.03,2.05,100.6,,,,,,
,,,55.2,17.84,14.29,33.5,141.66,125.11,7.68,28.51,464.78,2.24,108.9,,,,,,
,,,55.22,19.38,14.97,28.06,193.86,104.32,6.24,35.35,535.66,2.42,114.3,,,,,,
,,,55.23,16.06,20.83,42.27,191.99,102.58,7.07,34.52,692.53,2.08,92.51,,,,,,
,,,55.25,16.07,20.25,34.87,247.38,81.05,7.11,42.1,448.69,2.98,77.96,,,,,,
,,,55.27,22.16,23.67,37.48,199.86,95.69,6.03,35.05,509.45,1.76,77.13,,,,,,
,,,55.28,19.7,19.55,32.85,188.45,96.15,8.12,39.78,549.82,1.71,98.32,,,,,,
,,,55.3,14.24,17.12,45.77,193.01,84.39,5.33,32.31,539.48,2.18,117.1,,,,,,
,,,55.32,19.04,21.22,37.8,189.87,87.3,7.41,36.06,425.49,2.36,113.0,,,,,,
,,,55.33,12.52,20.27,36.63,199.22,96.27,7.52,41.08,471.16,1.9,94.23,,,,,,
,,,55.35,22.54,18.66,42.32,180.89,100.7,6.12,43.46,619.43,2.1,79.1,,,,,,
,,,55.37,13.77,22.27,37.39,200.85,83.32,8.43,38.03,621.99,1.91,101.12,,,,,,
,,,55.38,20.31,17.9,38.39,240.79,89.75,6.56,41.67,523.15,2.49,99.79,,,,,,
,,,55.4,26.32,15.13,41.18,213.95,145.87,6.34,39.22,445.09,1.91,106.72,,,,,,
,,,55.42,20.34,22.94,37.15,179.26,85.31,6.35,35.67,545.86,2.21,118.33,,,,,,
,,,55.43,19.03,19.67,37.87,212.28,89.72,5.66,39.02,623.63,2.12,104.35,,,,,,
,,,55.45,19.08,21.48,30.55,189.8,102.47,7.25,44.05,625.41,2.19,104.71,,,,,,
,,,55.47,14.04,23.06,29.61,157.58,92.28,8.88,37.29,566.81,2.42,90.79,,,,,,
,,,55.48,17.0,25.39,41.44,236.0,112.45,8.2,35.98,615.5,2.18,91.62,,,,,,
,,,55.5,22.85,14.8,44.94,146.08,101.73,8.46,40.4,529.35,2.48,135.72,,,,,,
,,,55.52,18.46,18.98,44.58,213.62,106.11,6.01,40.83,462.65,1.98,116.04,,,,,,
,,,55.53,17.99,14.93,36.15,166.15,102.28,7.22,35.95,383.61,2.29,112.88,,,,,,
,,,55.55,17.36,19.19,42.69,149.94,98.17,10.08,37.77,516.11,2.6,116.6,,,,,,
,,,55.57,18.89,17.11,39.63,181.73,78.02,6.63,34.8,475.22,1.97,118.32,,,,,,
,,,55.58,20.78,21.21,30.31,230.38,111.73,5.91,34.02,599.45,1.9,135.94,,,,,,
,,,55.6,13.91,22.9,36.68,153.89,106.89,6.47,37.46,509.29,1.67,98.05,,,,,,
,,,55.62,14.28,21.64,37.21,161.42,100.12,6.44,34.81,542.82,2.18,108.1,,,,,,
,,,55.63,11.87,17.26,38.31,213.99,127.51,6.25,38.07,543.53,1.87,111.07,,,,,,
,,,55.65,21.6,23.67,45.46,215.9,107.39,6.98,28.12,387.31,1.5,117.14,,,,,,
,,,55.67,18.65,19.63,28.66,137.4,99.85,7.52,37.96,702.14,2.49,114.59,,,,,,
,,,55.68,15.91,19.18,40.83,208.44,99.1,6.42,35.06,550.25,1.86,99.84,,,,,,
,,,55.7,19.87,18.4,38.04,180.87,88.42,6.15,43.36,477.67,1.9,151.91,,,,,,
,,,55.72,18.02,22.56,39.58,170.74,104.33,7.4,37.94,439.26,2.64,137.34,,,,,,
,,,55.73,18.71,14.53,38.66,203.88,108.28,6.96,45.41,508.7,2.01,106.62,,,,,,
,,,55.75,21.07,18.06,37.31,189.03,102.58,5.97,36.98,593.47,1.66,107.81,,,,,,
,,,55.77,15.65,22.85,30.93,191.66,82.26,6.15,34.76,596.54,1.79,129.72,,,,,,
,,,55.78,15.75,18.24,34.88,169.35,135.88,6.51,40.44,562.98,2.36,107.85,,,,,,
,,,55.8,18.75,18.16,40.83,177.1,129.86,8.07,47.48,537.35,1.83,113.84,,,,,,
,,,55.82,16.8,17.66,35.51,184.82,100.29,7.09,30.17,474.26,2.1,134.32,,,,,,
,,,55.83,20.26,18.28,35.21,153.65,95.86,7.97,30.72,636.65,2.22,99.9,,,,,,
,,,55.85,17.71,19.15,31.45,205.83,103.32,8.9,29.23,618.39,1.91,89.87,,,,,,
,,,55.87,22.87,20.58,35.03,210.21,104.31,7.16,31.14,501.04,2.83,116.0,,,,,,
,,,55.88,15.6,19.22,30.8,239.58,80.89,6.43,37.85,663.86,1.94,131.54,,,,,,
,,,55.9,20.27,14.58,48.05,182.38,102.83,6.23,41.0,494.61,2.08,100.07,,,,,,
,,,55.92,19.48,20.78,37.95,218.84,91.39,7.27,34.74,463.68,2.09,107.18,,,,,,
,,,55.93,13.9,21.76,32.56,193.33,110.1,7.36,37.44,426.05,2.3,100.09,,,,,,
,,,55.95,19.94,21.28,37.58,181.52,93.73,6.81,32.43,458.24,2.1,110.9,,,,,,
,,,55.97,16.74,18.79,43.48,198.88,90.91,7.82,49.83,501.14,2.48,90.86,,,,,,
,,,55.98,20.82,19.88,48.53,164.24,113.21,5.79,27.43,542.52,1.78,117.38,,,,,,
,,,56.0,19.43,20.67,42.36,156.34,103.39,6.17,43.19,548.79,2.21,88.46,,,,,,
,,,56.02,15.46,21.29,44.33,233.88,110.86,6.6,50.79,530.81,2.23,101.62,,,,,,
,,,56.03,16.84,20.58,35.27,174.6,88.3,7.43,34.93,541.07,1.91,116.62,,,,,,
,,,56.05,21.31,20.39,43.72,242.8,92.24,4.82,45.52,569.36,2.21,118.27,,,,,,
,,,56.07,14.69,19.43,43.93,201.13,106.84,7.78,39.97,388.89,2.08,96.1,,,,,,
,,,56.08,15.06,20.47,35.13,204.43,103.45,5.48,26.31,624.54,2.14,103.3,,,,,,
,,,56.1,20.77,19.25,30.22,151.91,128.63,5.64,28.01,721.73,2.0,75.3,,,,,,
,,,56.12,17.42,19.28,29.51,181.68,77.75,8.39,39.95,662.04,2.54,103.48,,,,,,
,,,56.13,19.13,18.24,29.2,191.62,110.38,6.47,37.13,485.36,2.26,86.85,,,,,,
,,,56.15,18.05,20.73,35.13,243.4,108.23,5.09,32.91,517.83,1.89,122.67,,,,,,
,,,56.17,21.97,24.71,30.97,207.59,121.74,5.19,32.71,549.88,2.16,141.98,,,,,,
,,,56.18,23.7,21.28,42.29,197.42,105.49,6.77,34.78,584.63,2.22,86.31,,,,,,
,,,56.2,27.11,20.06,50.79,156.11,121.25,6.12,37.29,584.59,2.73,95.03,,,,,,
,,,56.22,22.48,21.86,31.77,212.96,97.22,6.6,38.57,525.8,1.85,92.0,,,,,,
,,,56.23,22.03,21.38,40.51,192.21,93.31,7.56,35.86,511.13,2.04,97.07,,,,,,
,,,56.25,15.38,17.62,36.28,167.65,102.64,6.47,32.03,454.2,3.17,113.52,,,,,,
,,,56.27,18.99,16.08,38.71,213.36,105.17,6.13,31.2,594.9,2.24,94.72,,,,,,
,,,56.28,20.42,21.18,36.79,202.52,100.76,7.55,32.96,604.15,2.2,122.57,,,,,,
,,,56.3,20.08,23.67,35.64,187.72,108.07,6.36,34.02,496.19,2.03,92.54,,,,,,
,,,56.32,19.77,20.07,31.8,217.89,153.58,7.58,37.47,502.62,2.13,110.98,,,,,,
,,,56.33,19.77,17.58,34.76,223.62,100.18,6.49,48.59,450.5,2.42,79.08,,,,,,
,,,56.35,19.28,21.3,39.42,183.03,116.19,6.89,29.71,597.41,2.38,81.53,,,,,,
,,,56.37,20.42,19.5,36.3,247.46,99.06,5.58,39.36,494.82,2.39,92.82,,,,,,
,,,56.38,19.53,22.31,41.38,187.98,105.09,6.62,43.13,557.53,2.41,108.99,,,,,,
,,,56.4,19.87,21.32,30.15,242.92,99.25,7.65,34.72,444.32,2.48,131.09,,,,,,
,,,56.42,25.28,16.68,44.28,154.39,90.2,6.11,33.18,404.12,2.57,107.22,,,,,,
,,,56.43,20.54,17.57,33.83,147.89,114.15,5.56,31.2,643.66,2.05,115.62,,,,,,
,,,56.45,19.95,18.96,29.25,178.62,85.84,5.98,35.85,492.43,2.22,113.62,,,,,,
,,,56.47,19.39,19.32,28.77,190.63,125.77,8.6,32.31,404.97,2.01,96.99,,,,,,
,,,56.48,16.99,22.98,36.31,216.16,120.84,6.37,39.05,727.91,2.05,100.71,,,,,,
,,,56.5,19.73,17.68,39.87,196.64,93.53,6.58,36.95,577.15,2.18,96.03,,,,,,
,,,56.52,16.65,14.57,37.78,187.18,78.55,6.22,40.64,485.55,2.33,107.02,,,,,,
,,,56.53,20.39,20.61,29.99,183.5,114.71,5.57,43.06,438.01,2.1,95.25,,,,,,
,,,56.55,15.39,17.17,31.43,194.89,118.11,7.86,32.33,477.75,2.0,97.95,,,,,,
,,,56.57,16.28,15.33,43.36,223.14,99.64,9.66,37.78,482.26,2.16,97.35,,,,,,
,,,56.58,26.21,17.69,35.39,197.73,112.34,5.53,34.1,504.93,2.09,113.03,,,,,,
,,,56.6,19.49,20.9,37.26,158.38,89.26,6.07,33.05,410.48,1.71,107.72,,,,,,
,,,56.62,18.85,20.31,44.52,218.11,110.56,6.45,31.78,568.34,1.93,106.48,,,,,,
,,,56.63,13.67,26.76,43.33,166.31,110.37,6.35,26.47,500.88,2.21,87.74,,,,,,
,,,56.65,20.42,19.39,41.03,187.7,119.99,7.23,36.79,518.56,2.05,137.51,,,,,,
,,,56.67,14.64,22.57,41.09,163.13,108.67,7.09,33.86,491.56,2.49,91.81,,,,,,
,,,56.68,19.55,14.17,40.75,134.48,124.79,5.93,33.93,549.95,2.29,125.74,,,,,,
,,,56.7,20.09,20.47,41.43,147.83,130.31,6.29,35.21,444.19,1.85,100.59,,,,,,
,,,56.72,18.48,20.52,34.75,222.83,91.83,6.77,34.01,519.56,2.81,115.28,,,,,,
,,,56.73,17.79,21.26,41.11,199.04,99.23,6.53,43.99,460.54,2.6,113.32,,,,,,
,,,56.75,19.69,17.69,27.6,169.79,96.35,7.2,34.61,579.9,1.96,101.14,,,,,,
,,,56.77,15.94,23.8,38.99,211.87,106.14,5.89,35.02,622.12,2.05,112.88,,,,,,
,,,56.78,17.65,18.26,41.19,195.91,124.78,6.51,31.89,540.16,2.39,107.48,,,,,,
,,,56.8,17.51,25.94,32.47,195.36,117.27,6.35,35.07,439.02,1.56,93.92,,,,,,
,,,56.82,15.31,22.28,33.33,168.9,90.97,7.56,32.72,521.83,1.84,107.3,,,,,,
,,,56.83,18.95,21.61,38.93,231.16,107.04,8.92,37.06,567.11,1.97,142.58,,,,,,
,,,56.85,23.28,20.97,38.45,208.14,96.69,8.01,34.37,591.68,1.94,111.54,,,,,,
,,,56.87,23.01,23.31,43.55,204.73,101.46,7.07,42.42,627.76,1.89,107.26,,,,,,
,,,56.88,17.96,15.04,41.72,207.44,131.6,6.03,33.86,446.65,2.04,92.68,,,,,,
,,,56.9,16.99,22.67,48.02,232.62,110.84,6.78,41.41,576.46,2.14,92.09,,,,,,
,,,56.92,20.06,24.37,33.66,176.26,117.04,6.36,34.15,490.22,2.06,91.63,,,,,,
,,,56.93,19.71,19.97,46.12,167.18,111.17,6.54,34.73,494.38,1.93,88.9,,,,,,
,,,56.95,18.23,20.81,28.4,198.45,117.57,8.37,38.99,483.23,2.28,80.34,,,,,,
,,,56.97,17.01,21.3,48.09,203.46,114.04,6.2,36.67,536.63,1.71,121.85,,,,,,
,,,56.98,23.41,20.2,31.63,206.73,122.63,6.69,44.29,573.48,2.07,127.46,,,,,,
,,,57.0,20.81,21.68,44.08,215.3,109.24,8.36,32.54,617.14,2.09,128.25,,,,,,
,,,57.02,16.59,17.0,37.79,250.6,116.33,6.42,40.5,482.23,2.11,103.62,,,,,,
