Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,50.2,20.11,15.57,29.3,182.05,96.41,6.87,37.02,520.26,1.86,99.3,,,,,,
,,,50.22,19.72,15.62,29.39,182.08,96.41,6.95,37.01,520.09,1.86,99.3,,,,,,
,,,50.23,19.77,15.62,29.4,182.1,96.51,7.27,37.01,520.11,1.86,99.41,,,,,,
,,,50.25,19.44,15.62,29.4,182.13,96.51,6.58,37.02,519.34,1.86,99.41,,,,,,
,,,50.27,18.58,15.62,29.4,182.15,96.51,6.74,37.01,520.22,1.87,99.41,,,,,,
,,,50.28,19.52,15.66,29.47,182.18,96.52,7.78,37.01,519.67,1.87,99.42,,,,,,
,,,50.3,19.04,15.67,29.5,182.2,96.58,6.82,37,520.14,1.87,99.48,,,,,,
,,,50.32,20.35,15.67,29.5,182.23,96.62,6.78,36.99,519.91,1.87,99.52,,,,,,
,,,50.33,20.29,15.67,29.5,182.25,96.62,6.91,36.99,520.14,1.87,99.52,,,,,,
,,,50.35,18.74,15.69,29.54,182.28,96.62,7,36.99,520.25,1.87,99.52,,,,,,
,,,50.37,20.44,15.72,29.6,182.3,96.66,6.58,36.99,519.4,1.87,99.56,,,,,,
,,,50.38,19.65,15.72,29.6,182.33,96.72,7.06,37.01,520.31,1.87,99.62,,,,,,
,,,50.4,19.59,15.72,29.6,182.35,96.72,6.61,37,520.12,1.87,99.62,,,,,,
,,,50.42,18.67,15.73,29.62,182.38,96.72,6.92,37.01,519.98,1.87,99.62,,,,,,
,,,50.43,18.65,15.77,29.7,182.4,96.75,7.19,37.01,519.6,1.88,99.65,,,,,,
,,,50.45,18.5,15.77,29.7,182.43,96.83,7.35,37.01,519.72,1.88,99.73,,,,,,
,,,50.47,19.22,15.77,29.7,182.45,96.83,6.75,37.01,519.32,1.88,99.73,,,,,,
,,,50.48,18.29,15.77,29.7,182.48,96.83,7.54,37.01,520.23,1.88,99.73,,,,,,
,,,50.5,18.43,15.82,29.79,182.5,96.83,7.32,37,519.57,1.88,99.73,,,,,,
,,,50.52,18.32,15.82,29.8,182.53,96.93,6.78,37.02,519.79,1.89,99.84,,,,,,
,,,50.53,18.32,15.82,29.8,182.55,96.94,7.24,37.03,519.92,1.89,99.85,,,,,,
,,,50.55,18.61,15.82,29.8,182.58,96.94,6.62,37.02,520.26,1.89,99.85,,,,,,
,,,50.57,18.06,15.86,29.87,182.6,96.94,7.21,37.02,519.82,1.89,99.85,,,,,,
,,,50.58,16.76,15.87,29.9,182.63,97.01,6.58,37.02,519.55,1.89,99.92,,,,,,
,,,50.6,17.7,15.87,29.9,182.65,97.04,7.08,37.01,519.59,1.89,99.95,,,,,,
,,,50.62,17.42,15.87,29.9,182.68,97.04,6.66,37.01,519.47,1.89,99.95,,,,,,
,,,50.63,17.01,15.9,29.95,182.7,97.04,7.13,37,520.27,1.89,99.95,,,,,,
,,,50.65,18.39,15.92,30,182.73,97.09,7.07,37,520.15,1.89,100,,,,,,
,,,50.67,17.75,15.92,30,182.75,97.14,7.31,36.99,520.19,1.89,100.05,,,,,,
,,,50.68,18.44,15.92,30,182.78,97.14,6.6,36.99,520.25,1.89,100.05,,,,,,
,,,50.7,18.74,15.94,30.03,182.8,97.14,6.95,36.99,520.06,1.89,100.05,,,,,,
,,,50.72,17.79,15.97,30.1,182.83,97.17,6.83,36.99,520.21,1.89,100.09,,,,,,
,,,50.73,17.99,15.97,30.1,182.85,97.24,7.24,36.98,520,1.89,100.16,,,,,,
,,,50.75,18.16,15.97,30.1,182.88,97.24,7.77,36.98,520.18,1.89,100.16,,,,,,
,,,50.77,16.53,15.97,30.1,182.9,97.24,6.86,36.99,519.86,1.89,100.16,,,,,,
,,,50.78,17.92,16.02,30.2,182.93,97.25,6.55,37,520.26,1.9,100.17,,,,,,
,,,50.8,17.82,16.02,30.2,182.95,97.35,6.93,37,519.8,1.9,100.27,,,,,,
,,,50.82,19.53,16.02,30.2,182.98,97.35,7.21,37.01,519.34,1.9,100.27,,,,,,
,,,50.83,19.83,16.02,30.2,183,97.35,7.43,37,519.97,1.9,100.27,,,,,,
,,,50.85,19.23,16.06,30.28,183.03,97.35,6.91,37,519.57,1.9,100.27,,,,,,
,,,50.87,18.87,16.07,30.3,183.05,97.43,6.99,37,519.36,1.9,100.35,,,,,,
,,,50.88,17.45,16.07,30.3,183.08,97.45,6.94,37,519.41,1.9,100.37,,,,,,
,,,50.9,17.12,16.07,30.3,183.1,97.45,6.45,36.99,520.04,1.9,100.37,,,,,,
,,,50.92,18.04,16.1,30.36,183.13,97.45,7.74,36.99,520.2,1.9,100.37,,,,,,
,,,50.93,19.89,16.12,30.4,183.15,97.51,6.9,36.99,519.99,1.91,100.44,,,,,,
,,,50.95,19.31,16.12,30.4,183.18,97.56,6.8,36.99,519.55,1.91,100.49,,,,,,
,,,50.97,19.13,16.12,30.4,183.2,97.56,7.46,37,520.21,1.91,100.49,,,,,,
,,,50.98,19.08,16.14,30.44,183.23,97.56,6.37,37,519.75,1.91,100.49,,,,,,
,,,51,18.44,16.17,30.5,183.25,97.59,6.51,37.01,519.44,1.91,100.52,,,,,,
,,,51.02,18.26,16.17,30.5,183.28,97.66,6.87,37.01,519.95,1.91,100.59,,,,,,
,,,51.03,19.35,16.17,30.5,183.3,97.66,6.67,37.01,519.99,1.91,100.59,,,,,,
,,,51.05,18.8,16.18,30.51,183.33,97.66,7.03,37.01,519.63,1.91,100.59,,,,,,
,,,51.07,17.77,16.22,30.6,183.35,97.67,7,37,519.54,1.91,100.6,,,,,,
,,,51.08,18.38,16.22,30.6,183.38,97.76,7.01,37,519.9,1.91,100.69,,,,,,
,,,51.1,19.01,16.22,30.6,183.4,97.76,7.49,36.99,520.11,1.91,100.69,,,,,,
,,,51.12,18.72,16.22,30.6,183.43,97.76,6.43,36.99,520.02,1.92,100.69,,,,,,
,,,51.13,18.28,16.27,30.7,183.45,97.77,6.54,36.99,519.66,1.92,100.7,,,,,,
,,,51.15,17.91,16.27,30.7,183.48,97.86,6.93,37,520.03,1.92,100.8,,,,,,
,,,51.17,18.71,16.27,30.7,183.5,97.87,7.08,37,520.04,1.92,100.81,,,,,,
,,,51.18,18.93,16.27,30.7,183.53,97.87,7.04,37,520.03,1.92,100.81,,,,,,
,,,51.2,19.62,16.31,30.77,183.55,97.87,7.2,37,520.26,1.92,100.81,,,,,,
,,,51.22,17.71,16.32,30.8,183.58,97.94,6.61,37.01,520.28,1.92,100.88,,,,,,
,,,51.23,18.05,16.32,30.8,183.6,97.97,6.82,37.01,519.55,1.92,100.91,,,,,,
,,,51.25,18.48,16.32,30.8,183.63,97.97,6.49,37,519.98,1.92,100.91,,,,,,
,,,51.27,19.45,16.35,30.86,183.65,97.97,6.36,37,519.92,1.92,100.91,,,,,,
,,,51.28,18.79,16.37,30.9,183.68,98.03,6.82,37.01,519.84,1.92,100.97,,,,,,
,,,51.3,17.93,16.37,30.9,183.7,98.07,7.15,37.01,519.76,1.93,101.01,,,,,,
,,,51.32,18.6,16.37,30.9,183.73,98.08,6.89,37.01,520.05,1.93,101.02,,,,,,
,,,51.33,17.76,16.39,30.94,183.75,98.08,7.27,37,520.02,1.93,101.02,,,,,,
,,,51.35,19.11,16.42,31,183.78,98.12,6.89,36.99,520.07,1.93,101.06,,,,,,
,,,51.37,18.37,16.42,31,183.8,98.18,7.12,37,520.07,1.93,101.13,,,,,,
,,,51.38,20.06,16.42,31,183.83,98.18,7.34,37,520.16,1.93,101.13,,,,,,
,,,51.4,18.74,16.43,31.02,183.85,98.18,6.96,37,519.99,1.93,101.13,,,,,,
,,,51.42,18.58,16.47,31.1,183.88,98.2,7.57,37,519.69,1.93,101.15,,,,,,
,,,51.43,18.77,16.47,31.1,183.9,98.28,7.33,37,520.14,1.93,101.23,,,,,,
,,,51.45,19.16,16.47,31.1,183.93,98.28,7.24,37,520.1,1.93,101.23,,,,,,
,,,51.47,18.37,16.48,31.11,183.95,98.28,7.22,37.01,519.95,1.93,101.23,,,,,,
,,,51.48,19.85,16.52,31.2,183.98,98.29,6.86,37.01,519.34,1.93,101.24,,,,,,
,,,51.5,19.62,16.52,31.2,184,98.38,6.83,37.01,519.48,1.94,101.33,,,,,,
,,,51.52,19.6,16.52,31.2,184.03,98.39,7.65,37,519.66,1.94,101.34,,,,,,
,,,51.53,18.76,16.52,31.2,184.05,98.39,6.81,37,520.15,1.94,101.34,,,,,,
,,,51.55,17.79,16.56,31.28,184.08,98.39,7.15,37,519.36,1.94,101.34,,,,,,
,,,51.57,17.89,16.57,31.3,184.1,98.47,7.55,37,519.61,1.94,101.42,,,,,,
,,,51.58,15.91,16.57,31.3,184.13,98.49,7.19,37.01,519.84,1.94,101.44,,,,,,
,,,51.6,16.17,16.57,31.3,184.15,98.49,6.73,37.01,519.34,1.94,101.44,,,,,,
,,,51.62,17,16.61,31.37,184.18,98.49,6.79,37.01,520.02,1.94,101.44,,,,,,
,,,51.63,16.2,16.62,31.4,184.2,98.56,6.68,37.01,519.66,1.94,101.52,,,,,,
,,,51.65,17.79,16.62,31.4,184.23,98.59,6.71,37,519.95,1.94,101.55,,,,,,
,,,51.67,17.79,16.62,31.4,184.25,98.59,6.87,37,519.65,1.95,101.55,,,,,,
,,,51.68,17.63,16.65,31.45,184.28,98.6,6.38,36.99,519.95,1.95,101.56,,,,,,
,,,51.7,17.34,16.67,31.5,184.3,98.65,6.8,36.99,519.33,1.95,101.61,,,,,,
,,,51.72,17.66,16.67,31.5,184.33,98.7,7.06,36.99,520.14,1.95,101.66,,,,,,
,,,51.73,18.4,16.67,31.5,184.35,98.7,6.71,36.99,520.23,1.95,101.66,,,,,,
,,,51.75,18.41,16.69,31.53,184.38,98.7,6.19,36.99,519.43,1.95,101.66,,,,,,
,,,51.77,17.51,16.72,31.6,184.4,98.73,6.21,37,519.42,1.95,101.69,,,,,,
,,,51.78,19.84,16.72,31.6,184.43,98.8,6.54,37,519.95,1.95,101.76,,,,,,
,,,51.8,19.07,16.72,31.6,184.45,98.8,6.66,37,519.33,1.95,101.76,,,,,,
,,,51.82,18.94,16.73,31.62,184.48,98.8,7.28,37,519.52,1.95,101.76,,,,,,
,,,51.83,18.61,16.77,31.7,184.5,98.82,7.01,37,519.68,1.95,101.78,,,,,,
,,,51.85,18.54,16.77,31.7,184.53,98.9,6.35,37,519.4,1.96,101.87,,,,,,
,,,51.87,17.64,16.77,31.7,184.55,98.91,6.88,37,520.06,1.96,101.88,,,,,,
,,,51.88,17.7,16.77,31.7,184.58,98.91,7.21,37,519.8,1.96,101.88,,,,,,
,,,51.9,20.21,16.82,31.8,184.6,98.91,7.05,36.99,519.34,1.96,101.88,,,,,,
,,,51.92,18.17,16.82,31.8,184.63,99,6.94,37,519.9,1.96,101.97,,,,,,
,,,51.93,18.17,16.82,31.8,184.65,99.01,6.63,37.01,519.65,1.96,101.98,,,,,,
,,,51.95,18.62,16.82,31.8,184.68,99.01,7.02,37,519.37,1.96,101.98,,,,,,
,,,51.97,19.03,16.86,31.87,184.7,99.01,7.37,36.99,519.72,1.96,101.98,,,,,,
,,,51.98,19.72,16.87,31.9,184.73,99.09,6.46,36.98,519.97,1.96,102.06,,,,,,
,,,52,18.19,16.87,31.9,184.75,99.11,7.13,36.99,519.56,1.96,102.08,,,,,,
,,,52.02,18.98,16.87,31.9,184.78,99.11,7.5,36.99,519.92,1.96,102.08,,,,,,
,,,52.03,19.32,16.9,31.96,184.8,99.11,7.05,37,519.93,1.96,102.08,,,,,,
,,,52.05,18.58,16.92,32,184.83,99.18,7.32,37,519.68,1.96,102.16,,,,,,
,,,52.07,18.21,16.92,32,184.85,99.21,7.07,36.99,520.2,1.97,102.19,,,,,,
,,,52.08,18,16.92,32,184.88,99.22,6.45,37,519.69,1.97,102.2,,,,,,
,,,52.1,19.45,16.95,32.05,184.9,99.22,6.79,37,520.17,1.97,102.2,,,,,,
,,,52.12,18.48,16.97,32.1,184.93,99.27,6.91,37,520.27,1.97,102.25,,,,,,
,,,52.13,18.19,16.97,32.1,184.95,99.32,6.71,37,520.17,1.97,102.3,,,,,,
,,,52.15,18.47,16.97,32.1,184.98,99.32,6.77,37,519.76,1.97,102.3,,,,,,
,,,52.17,19.17,16.99,32.14,185,99.32,7.24,37,519.48,1.97,102.3,,,,,,
,,,52.18,20.95,17.02,32.2,185.03,99.37,7.01,37.01,519.95,1.97,102.35,,,,,,
,,,52.2,19.01,17.02,32.2,185.05,99.42,6.66,37,520.04,1.97,102.4,,,,,,
,,,52.22,20.52,17.02,32.2,185.08,99.42,6.69,37,519.57,1.97,102.4,,,,,,
,,,52.23,19.57,17.04,32.24,185.1,99.42,7.41,37.01,520.21,1.97,102.4,,,,,,
,,,52.25,20.23,17.07,32.3,185.13,99.46,6.12,37.01,519.46,1.98,102.44,,,,,,
,,,52.27,19.12,17.07,32.3,185.15,99.53,6.83,37,519.67,1.98,102.52,,,,,,
,,,52.28,18.9,17.07,32.3,185.18,99.53,7.73,37,519.9,1.98,102.52,,,,,,
,,,52.3,20.39,17.09,32.33,185.2,99.53,6.92,37,519.98,1.98,102.52,,,,,,
,,,52.32,20.67,17.12,32.4,185.23,99.56,7.27,37,519.55,1.98,102.55,,,,,,
,,,52.33,19.13,17.12,32.4,185.25,99.63,7.23,37.01,519.82,1.98,102.62,,,,,,
,,,52.35,20.43,17.12,32.4,185.28,99.63,6.61,37,520,1.98,102.62,,,,,,
,,,52.37,18.96,17.13,32.42,185.3,99.63,7.29,37,519.82,1.98,102.62,,,,,,
,,,52.38,19.81,17.17,32.5,185.33,99.65,6.7,37.01,519.4,1.98,102.64,,,,,,
,,,52.4,21.02,17.17,32.5,185.35,99.73,7.01,37.01,520.15,1.98,102.72,,,,,,
,,,52.42,20.43,17.17,32.5,185.38,99.73,6.16,37,519.82,1.98,102.72,,,,,,
,,,52.43,19.38,17.18,32.51,185.4,99.73,6.76,37,519.37,1.98,102.72,,,,,,
,,,52.45,20.08,17.22,32.6,185.43,99.74,6.91,37,519.63,1.99,102.73,,,,,,
,,,52.47,20.1,17.22,32.6,185.45,99.84,6.86,37,519.44,1.99,102.84,,,,,,
,,,52.48,19.37,17.22,32.6,185.48,99.84,6.53,37.01,520.04,1.99,102.84,,,,,,
,,,52.5,19.9,17.23,32.61,185.5,99.84,7.15,37,519.58,1.99,102.84,,,,,,
,,,52.52,20.5,17.27,32.7,185.53,99.84,7.64,37.01,519.87,1.99,102.84,,,,,,
,,,52.53,19.09,17.27,32.7,185.55,99.94,6.55,37.01,519.77,1.99,102.94,,,,,,
,,,52.55,17.63,17.27,32.7,185.58,99.94,6.94,37,519.57,1.99,102.94,,,,,,
,,,52.57,17.75,17.27,32.7,185.6,99.94,6.9,37,520.23,1.99,102.94,,,,,,
,,,52.58,18.44,17.32,32.79,185.63,99.94,6.73,37.01,519.88,1.99,102.94,,,,,,
,,,52.6,17.79,17.32,32.8,185.65,100.04,6.91,37,519.74,1.99,103.04,,,,,,
,,,52.62,18.7,17.32,32.8,185.68,100.04,6.85,37.01,519.85,1.99,103.04,,,,,,
,,,52.63,18.07,17.32,32.8,185.7,100.04,7.53,37.01,519.69,2,103.04,,,,,,
,,,52.65,17.98,17.36,32.88,185.73,100.05,7.17,37,520.17,2,103.05,,,,,,
,,,52.67,19.1,17.37,32.9,185.75,100.13,7,37,520.15,2,103.13,,,,,,
,,,52.68,20.48,17.37,32.9,185.78,100.15,7.46,37,520.27,2,103.15,,,,,,
,,,52.7,20.12,17.37,32.9,185.8,100.15,6.97,37,519.39,2,103.15,,,,,,
,,,52.72,20.21,17.41,32.98,185.83,100.15,6.75,37,520.28,2,103.15,,,,,,
,,,52.73,19.29,17.42,33,185.85,100.23,7.08,36.99,519.59,2,103.24,,,,,,
,,,52.75,18.86,17.42,33,185.88,100.25,6.99,37,520.16,2,103.26,,,,,,
,,,52.77,19.81,17.42,33,185.9,100.25,7.18,37,519.7,2,103.26,,,,,,
,,,52.78,19.13,17.46,33.07,185.93,100.25,6.8,36.99,519.43,2,103.26,,,,,,
,,,52.8,20.01,17.47,33.1,185.95,100.32,6.83,37,520.28,2,103.33,,,,,,
,,,52.82,20.48,17.47,33.1,185.98,100.35,7.08,36.99,520.02,2,103.36,,,,,,
,,,52.83,19.56,17.47,33.1,186,100.35,7.17,36.99,520.26,2,103.36,,,,,,
,,,52.85,21.65,17.5,33.16,186.03,100.35,7.2,37,519.92,2.01,103.36,,,,,,
,,,52.87,22.03,17.52,33.2,186.05,100.42,7.12,37,519.88,2.01,103.43,,,,,,
,,,52.88,20.08,17.52,33.2,186.08,100.46,6.79,37.01,519.64,2.01,103.47,,,,,,
,,,52.9,18.81,17.52,33.2,186.1,100.46,7.08,37.01,520.07,2.01,103.47,,,,,,
,,,52.92,20.96,17.55,33.25,186.13,100.46,6.79,37.01,520.09,2.01,103.47,,,,,,
,,,52.93,18.42,17.57,33.3,186.15,100.51,6.35,37.01,519.87,2.01,103.53,,,,,,
,,,52.95,21.43,17.57,33.3,186.18,100.56,6.97,37,520.08,2.01,103.58,,,,,,
,,,52.97,19.76,17.57,33.3,186.2,100.56,7.45,37,520.28,2.01,103.58,,,,,,
,,,52.98,22.72,17.59,33.34,186.23,100.56,6.74,37,519.62,2.01,103.58,,,,,,
,,,53,21.96,17.62,33.4,186.25,100.6,7.29,36.99,519.67,2.01,103.62,,,,,,
,,,53.02,20.23,17.62,33.4,186.28,100.66,7.21,36.98,520.13,2.01,103.68,,,,,,
,,,53.03,18.98,17.62,33.4,186.3,100.66,7.35,36.98,520.02,2.02,103.68,,,,,,
,,,53.05,19.69,17.64,33.44,186.33,100.67,7.43,37,520,2.02,103.69,,,,,,
,,,53.07,20.46,17.67,33.5,186.35,100.71,7.31,37,520.01,2.02,103.73,,,,,,
,,,53.08,20.01,17.67,33.5,186.38,100.77,6.34,37.01,520.07,2.02,103.79,,,,,,
,,,53.1,21.13,17.67,33.5,186.4,100.77,6.96,37.01,519.44,2.02,103.79,,,,,,
,,,53.12,20.49,17.69,33.53,186.43,100.77,7.25,37.01,520.16,2.02,103.79,,,,,,
,,,53.13,20.4,17.72,33.6,186.45,100.8,7.08,37.01,519.94,2.02,103.82,,,,,,
,,,53.15,20.41,17.72,33.6,186.48,100.87,6.32,37,519.63,2.02,103.9,,,,,,
,,,53.17,20.02,17.72,33.6,186.5,100.87,6.82,37,519.39,2.02,103.9,,,,,,
,,,53.18,20.26,17.74,33.63,186.53,100.87,7.18,37,519.88,2.02,103.9,,,,,,
,,,53.2,21.26,17.77,33.7,186.55,100.91,6.61,37,519.98,2.02,103.94,,,,,,
,,,53.22,20.41,17.77,33.7,186.58,100.97,6.63,37,520.04,2.02,104,,,,,,
,,,53.23,21.32,17.77,33.7,186.6,100.97,7.53,37,520.21,2.02,104,,,,,,
,,,53.25,21.51,17.79,33.74,186.63,100.97,7.69,37,519.8,2.03,104,,,,,,
,,,53.27,20.63,17.82,33.8,186.65,101.01,6.56,37,519.38,2.03,104.04,,,,,,
,,,53.28,20.35,17.82,33.8,186.68,101.08,7.33,37,519.62,2.03,104.11,,,,,,
,,,53.3,21.27,17.82,33.8,186.7,101.08,7.34,37,520.01,2.03,104.11,,,,,,
,,,53.32,20.81,17.84,33.84,186.73,101.08,7.19,37,519.43,2.03,104.11,,,,,,
,,,53.33,20.4,17.87,33.9,186.75,101.12,7.32,37.01,519.84,2.03,104.15,,,,,,
,,,53.35,21.42,17.87,33.9,186.78,101.18,6.92,37,519.56,2.03,104.22,,,,,,
,,,53.37,19.16,17.87,33.9,186.8,101.18,6.9,37,520.1,2.03,104.22,,,,,,
,,,53.38,20.15,17.89,33.93,186.83,101.18,6.81,37,519.77,2.03,104.22,,,,,,
,,,53.4,20.33,17.92,34,186.85,101.22,6.71,37,520.26,2.03,104.26,,,,,,
,,,53.42,20.19,17.92,34,186.88,101.28,6.82,37,519.77,2.03,104.32,,,,,,
,,,53.43,19.52,17.92,34,186.9,101.28,7.25,37,519.77,2.03,104.32,,,,,,
,,,53.45,20.64,17.94,34.04,186.93,101.28,6.96,37,519.82,2.04,104.32,,,,,,
,,,53.47,20.64,17.97,34.1,186.95,101.33,6.63,37.01,519.38,2.04,104.37,,,,,,
,,,53.48,19.34,17.97,34.1,186.98,101.39,7.09,37.02,519.78,2.04,104.43,,,,,,
,,,53.5,19.44,17.97,34.1,187,101.39,6.73,37.02,519.64,2.04,104.43,,,,,,
,,,53.52,19.39,17.99,34.14,187.03,101.39,6.8,37.01,519.78,2.04,104.43,,,,,,
,,,53.53,18.97,18.02,34.2,187.05,101.43,6.65,37,519.5,2.04,104.47,,,,,,
,,,53.55,18.51,18.02,34.2,187.08,101.49,6.79,37.01,519.44,2.04,104.53,,,,,,
,,,53.57,19.34,18.02,34.2,187.1,101.49,5.82,37.01,519.45,2.04,104.53,,,,,,
,,,53.58,18.24,18.04,34.24,187.13,101.49,7.22,37,520.16,2.04,104.53,,,,,,
,,,53.6,17.55,18.07,34.3,187.15,101.53,6.42,37,520.26,2.04,104.58,,,,,,
,,,53.62,18.6,18.07,34.3,187.18,101.59,7.76,36.99,519.58,2.04,104.64,,,,,,
,,,53.63,17.99,18.07,34.3,187.2,101.59,6.81,37,520.11,2.04,104.64,,,,,,
,,,53.65,17.81,18.09,34.34,187.23,101.59,7.59,37,519.91,2.05,104.64,,,,,,
,,,53.67,18.74,18.12,34.4,187.25,101.64,6.54,37,519.69,2.05,104.69,,,,,,
,,,53.68,18.71,18.12,34.4,187.28,101.7,6.5,37,519.33,2.05,104.75,,,,,,
,,,53.7,19.26,18.12,34.4,187.3,101.7,6.96,37,519.55,2.05,104.75,,,,,,
,,,53.72,18.45,18.15,34.45,187.33,101.7,6.75,37,520.25,2.05,104.75,,,,,,
,,,53.73,20.05,18.17,34.5,187.35,101.74,6.51,36.99,520.1,2.05,104.79,,,,,,
,,,53.75,18.44,18.17,34.5,187.38,101.8,6.73,36.99,519.97,2.05,104.85,,,,,,
,,,53.77,18.99,18.17,34.5,187.4,101.8,7.47,37,519.57,2.05,104.85,,,,,,
,,,53.78,19.39,18.19,34.54,187.43,101.8,6.74,37,519.99,2.05,104.85,,,,,,
,,,53.8,18.13,18.22,34.6,187.45,101.85,7.13,37,520.26,2.05,104.91,,,,,,
,,,53.82,19.44,18.22,34.6,187.48,101.9,6.91,37.01,519.49,2.05,104.96,,,,,,
,,,53.83,20.01,18.22,34.6,187.5,101.9,6.85,37,519.84,2.05,104.96,,,,,,
,,,53.85,19.67,18.24,34.64,187.53,101.9,6.73,37,520.2,2.06,104.96,,,,,,
,,,53.87,19.18,18.27,34.7,187.55,101.95,7.81,37,519.53,2.06,105.01,,,,,,
,,,53.88,19.08,18.27,34.7,187.58,102.01,7.18,37,520.08,2.06,105.07,,,,,,
,,,53.9,19.56,18.27,34.7,187.6,102.01,6.68,37,519.77,2.06,105.07,,,,,,
,,,53.92,19.95,18.29,34.74,187.63,102.01,6.77,36.99,519.94,2.06,105.07,,,,,,
,,,53.93,18.07,18.32,34.8,187.65,102.05,6.82,37,519.93,2.06,105.11,,,,,,
,,,53.95,19.07,18.32,34.8,187.68,102.11,6.86,37,519.4,2.06,105.17,,,,,,
,,,53.97,19.9,18.32,34.8,187.7,102.11,7.28,37,519.47,2.06,105.17,,,,,,
,,,53.98,19.43,18.34,34.84,187.73,102.11,7.18,37,519.71,2.06,105.17,,,,,,
,,,54,19.82,18.37,34.9,187.75,102.15,6.74,37,519.97,2.06,105.21,,,,,,
,,,54.02,18.56,18.37,34.9,187.78,102.21,6.58,37,520.09,2.06,105.28,,,,,,
,,,54.03,19.82,18.37,34.9,187.8,102.21,7.17,37.01,519.78,2.06,105.28,,,,,,
,,,54.05,19.63,18.4,34.96,187.83,102.21,7.72,37,520.13,2.06,105.28,,,,,,
,,,54.07,18.73,18.42,35,187.85,102.27,6.5,36.99,519.9,2.07,105.34,,,,,,
,,,54.08,18.77,18.42,35,187.88,102.32,7.12,36.99,519.81,2.07,105.39,,,,,,
,,,54.1,19.19,18.42,35,187.9,102.32,6.52,37,520.05,2.07,105.39,,,,,,
,,,54.12,20.07,18.45,35.06,187.93,102.32,7.61,37,519.8,2.07,105.39,,,,,,
,,,54.13,19.26,18.47,35.1,187.95,102.38,6.78,37,520.32,2.07,105.45,,,,,,
,,,54.15,19.22,18.47,35.1,187.98,102.42,6.43,37.01,519.32,2.07,105.49,,,,,,
,,,54.17,19.67,18.47,35.1,188,102.42,6.54,37.01,519.33,2.07,105.49,,,,,,
,,,54.18,19.34,18.51,35.17,188.03,102.42,6.85,37.01,519.38,2.07,105.49,,,,,,
,,,54.2,19.62,18.52,35.2,188.05,102.5,6.88,37.01,520.07,2.07,105.58,,,,,,
,,,54.22,19.91,18.52,35.2,188.08,102.52,7.76,37,519.81,2.07,105.6,,,,,,
,,,54.23,19.82,18.52,35.2,188.1,102.52,6.91,37.01,520.07,2.07,105.6,,,,,,
,,,54.25,19.14,18.57,35.29,188.13,102.52,7.08,37.01,520.03,2.07,105.6,,,,,,
,,,54.27,20.05,18.57,35.3,188.15,102.61,6.89,37.01,520.22,2.07,105.69,,,,,,
,,,54.28,18.87,18.57,35.3,188.18,102.62,6.86,37,519.33,2.08,105.7,,,,,,
,,,54.3,19.35,18.57,35.3,188.2,102.63,6.82,37,520.22,2.08,105.71,,,,,,
,,,54.32,19.36,18.62,35.4,188.23,102.63,6.97,36.99,520.12,2.08,105.71,,,,,,
,,,54.33,20.02,18.62,35.4,188.25,102.73,6.97,36.98,520.16,2.08,105.81,,,,,,
,,,54.35,18.92,18.62,35.4,188.28,102.73,7,37,519.95,2.08,105.81,,,,,,
,,,54.37,18.64,18.63,35.41,188.3,102.73,6.92,37.01,520.29,2.08,105.81,,,,,,
,,,54.38,18.95,18.67,35.5,188.33,102.74,6.78,37.01,519.88,2.08,105.82,,,,,,
,,,54.4,19.75,18.67,35.5,188.35,102.83,7.58,37.01,520.16,2.08,105.91,,,,,,
,,,54.42,19.93,18.67,35.5,188.38,102.83,6.71,37,520.28,2.08,105.91,,,,,,
,,,54.43,18.36,18.68,35.52,188.4,102.83,7.71,37,520.04,2.08,105.91,,,,,,
,,,54.45,18.96,18.72,35.6,188.43,102.86,7.09,37.01,519.66,2.08,105.95,,,,,,
,,,54.47,19.72,18.72,35.6,188.45,102.93,6.84,37.02,520.09,2.08,106.02,,,,,,
,,,54.48,18.84,18.72,35.6,188.48,102.93,6.62,37,520.12,2.08,106.02,,,,,,
,,,54.5,19.63,18.74,35.64,188.5,102.93,6.72,37,519.94,2.09,106.02,,,,,,
,,,54.52,18.63,18.77,35.7,188.53,102.97,6.8,37.01,520.23,2.09,106.06,,,,,,
,,,54.53,19.37,18.77,35.7,188.55,103.04,7.35,37.01,519.99,2.09,106.13,,,,,,
,,,54.55,18.55,18.77,35.7,188.58,103.04,7.11,37.01,520.12,2.09,106.13,,,,,,
,,,54.57,17.02,18.8,35.75,188.6,103.04,7.27,37,520.2,2.09,106.13,,,,,,
,,,54.58,17.36,18.82,35.8,188.63,103.09,6.69,37,520.28,2.09,106.18,,,,,,
,,,54.6,17.91,18.82,35.8,188.65,103.14,6.85,37,520.24,2.09,106.23,,,,,,
,,,54.62,17.57,18.82,35.8,188.68,103.14,7,37,519.61,2.09,106.23,,,,,,
,,,54.63,16.06,18.85,35.86,188.7,103.14,6.91,37,520.31,2.09,106.23,,,,,,
,,,54.65,17.44,18.87,35.9,188.73,103.2,6.83,37,519.94,2.09,106.3,,,,,,
