Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,47.22,17.61,13.39,23.86,217.16,114.72,7.28,36.02,583.64,1.71,87.75,,,,,,
,,,47.23,17.55,13.74,26.95,182.8,94.46,7.26,42.83,445.99,1.65,99.25,,,,,,
,,,47.25,18.41,14.17,25.66,179.31,79.32,6.32,38.39,591.58,1.68,98.49,,,,,,
,,,47.27,19.15,13.93,21.66,213.08,96.52,8.29,35.47,488.12,1.84,96.05,,,,,,
,,,47.28,19.66,14.21,30.96,233.11,93.22,6.17,41.42,469.13,1.76,99.14,,,,,,
,,,47.3,16.62,14.57,24.84,208.22,100.59,6.28,40.6,443.68,1.9,96.58,,,,,,
,,,47.32,17.88,15.48,26.96,160.27,92.86,6.56,40.32,535.76,1.4,102.14,,,,,,
,,,47.33,20.15,11.33,24.05,193.46,92.6,7.29,34.06,452.44,1.78,98.64,,,,,,
,,,47.35,13.14,13.29,24.89,193.2,106.4,6.04,44.31,611.48,1.76,91.87,,,,,,
,,,47.37,17.93,12.99,28.82,174.29,93.62,7.05,39.68,472.68,1.81,107.28,,,,,,
,,,47.38,18.65,12.59,27.97,179.54,94.7,6.85,39.34,503.89,1.75,81.35,,,,,,
,,,47.4,20.2,13.56,25.0,183.07,83.07,6.97,35.84,509.97,1.59,111.66,,,,,,
,,,47.42,20.24,14.81,25.93,204.42,86.79,7.4,37.78,530.62,1.76,102.36,,,,,,
,,,47.43,22.99,13.5,24.53,156.29,97.26,8.04,33.29,624.8,1.55,97.19,,,,,,
,,,47.45,20.12,12.47,27.79,173.28,87.67,5.16,35.18,542.16,1.53,94.35,,,,,,
,,,47.47,16.87,13.19,27.47,184.34,91.74,6.26,38.59,444.22,1.52,102.63,,,,,,
,,,47.48,18.34,15.57,26.74,182.67,105.95,6.59,39.37,533.53,1.89,93.67,,,,,,
,,,47.5,16.66,12.07,26.19,184.18,84.3,6.78,38.15,416.96,1.66,90.34,,,,,,
,,,47.52,18.97,14.13,23.68,186.61,90.35,6.29,36.52,550.88,1.83,100.33,,,,,,
,,,47.53,17.58,16.21,30.86,198.3,81.15,6.58,40.92,535.43,1.85,89.18,,,,,,
,,,47.55,17.25,13.48,26.4,178.11,84.9,7.29,30.2,552.3,1.6,107.16,,,,,,
,,,47.57,17.3,16.35,24.34,179.78,76.87,7.47,40.54,559.86,1.86,93.22,,,,,,
,,,47.58,14.49,14.46,24.92,188.06,97.97,7.48,36.63,568.88,1.71,91.66,,,,,,
,,,47.6,14.42,12.69,25.15,157.5,82.34,6.59,32.45,569.27,1.58,97.17,,,,,,
,,,47.62,17.95,13.09,26.04,188.24,99.3,8.15,34.03,556.69,1.5,101.59,,,,,,
,,,47.63,15.76,14.01,27.99,186.54,96.05,6.7,32.8,506.23,1.75,88.6,,,,,,
,,,47.65,17.8,12.26,30.02,189.89,79.07,6.91,40.69,524.36,1.69,109.84,,,,,,
,,,47.67,17.57,13.81,28.62,194.08,114.31,5.38,37.44,554.98,1.86,93.25,,,,,,
,,,47.68,19.66,12.14,28.21,198.44,90.35,6.67,35.14,516.02,1.69,99.78,,,,,,
,,,47.7,17.57,14.13,22.23,200.36,77.64,8.37,36.1,505.33,1.99,80.54,,,,,,
,,,47.72,16.43,14.12,22.73,177.16,95.58,6.99,35.19,544.27,1.72,93.86,,,,,,
,,,47.73,21.19,15.3,27.87,207.08,94.32,6.68,42.25,499.65,1.82,83.17,,,,,,
,,,47.75,22.9,14.6,28.03,169.16,91.29,7.36,43.94,564.54,1.6,88.12,,,,,,
,,,47.77,20.59,14.79,21.96,156.41,100.57,5.64,40.39,497.66,1.7,84.82,,,,,,
,,,47.78,20.04,16.0,26.08,157.53,102.67,7.0,30.35,541.01,1.83,90.43,,,,,,
,,,47.8,16.01,12.83,28.88,174.64,102.96,7.2,37.05,532.6,1.71,102.46,,,,,,
,,,47.82,18.01,12.36,25.41,163.74,92.22,7.28,46.37,483.77,1.8,105.44,,,,,,
,,,47.83,16.5,15.52,20.74,163.14,104.78,7.46,34.24,552.2,1.89,67.01,,,,,,
,,,47.85,19.74,12.89,21.42,153.4,90.53,7.59,38.63,553.44,1.77,87.24,,,,,,
,,,47.87,19.44,16.16,27.38,181.23,99.56,7.04,44.12,505.36,1.69,101.8,,,,,,
,,,47.88,17.16,14.52,27.29,190.17,92.92,6.67,42.79,477.44,2.06,83.15,,,,,,
,,,47.9,18.9,13.95,25.24,161.81,98.87,6.51,40.89,478.65,1.54,97.0,,,,,,
,,,47.92,19.9,13.97,25.5,188.38,85.53,8.13,31.27,550.81,1.79,91.17,,,,,,
,,,47.93,19.3,15.05,30.71,188.19,78.98,6.98,39.34,498.86,1.79,90.38,,,,,,
,,,47.95,17.38,14.41,20.08,165.13,104.02,7.87,40.34,554.79,1.54,100.94,,,,,,
,,,47.97,20.4,13.48,29.28,180.75,112.13,6.77,32.46,486.31,1.74,107.1,,,,,,
,,,47.98,15.9,13.43,26.42,149.85,94.24,6.7,33.64,529.22,1.71,104.57,,,,,,
,,,48.0,18.01,11.62,25.97,203.38,96.95,8.3,32.65,490.95,1.71,79.9,,,,,,
,,,48.02,16.44,14.93,26.78,179.21,85.01,7.02,37.8,508.1,1.7,111.02,,,,,,
,,,48.03,15.86,13.28,28.67,176.05,81.6,6.07,41.77,514.49,2.22,92.57,,,,,,
,,,48.05,19.22,12.59,26.6,150.53,98.59,6.84,41.83,584.6,1.58,84.39,,,,,,
,,,48.07,19.21,13.72,29.12,174.17,101.4,7.59,39.28,492.64,1.42,104.59,,,,,,
,,,48.08,18.72,13.97,24.82,165.96,70.88,8.16,36.69,486.35,1.42,95.15,,,,,,
,,,48.1,18.03,14.75,27.62,169.62,96.04,5.07,33.52,565.89,1.85,95.43,,,,,,
,,,48.12,19.62,14.86,20.48,185.3,100.96,6.96,36.85,471.38,1.86,94.47,,,,,,
,,,48.13,18.33,12.14,25.65,185.45,90.78,6.63,33.38,526.89,1.54,83.41,,,,,,
,,,48.15,19.51,13.25,24.66,184.13,87.08,7.92,40.58,564.36,1.72,93.98,,,,,,
,,,48.17,22.93,13.78,22.27,179.77,84.11,8.4,34.31,458.61,1.74,82.11,,,,,,
,,,48.18,20.08,11.78,21.47,175.59,97.75,6.81,32.47,452.04,1.91,93.01,,,,,,
,,,48.2,20.32,14.93,29.16,207.08,95.45,6.21,33.03,523.54,2.02,103.67,,,,,,
,,,48.22,21.08,15.82,29.64,202.56,96.87,6.71,37.02,559.89,1.75,98.19,,,,,,
,,,48.23,18.43,14.12,26.89,154.0,113.6,7.42,33.45,488.46,1.92,87.02,,,,,,
,,,48.25,16.04,14.03,27.88,186.79,88.56,7.18,41.62,446.39,1.65,81.48,,,,,,
,,,48.27,20.76,14.01,24.08,183.31,84.12,7.16,40.86,492.99,1.78,96.77,,,,,,
,,,48.28,22.06,13.91,24.15,202.08,91.82,6.19,29.16,498.63,1.7,93.23,,,,,,
,,,48.3,19.51,14.47,28.07,196.24,94.52,7.97,33.98,559.33,1.72,87.87,,,,,,
,,,48.32,19.58,14.85,30.06,152.81,83.91,7.1,28.78,429.87,1.82,116.87,,,,,,
,,,48.33,16.55,14.86,28.65,126.0,93.74,8.15,36.74,548.02,1.69,106.01,,,,,,
,,,48.35,24.9,17.61,29.59,168.99,104.3,6.3,46.8,511.89,1.75,97.97,,,,,,
,,,48.37,17.09,14.47,25.53,172.97,84.9,6.88,34.81,624.1,1.81,95.03,,,,,,
,,,48.38,25.46,12.52,28.23,212.01,73.39,7.53,41.88,512.06,1.97,79.22,,,,,,
,,,48.4,16.8,13.21,21.72,178.73,91.55,7.41,35.84,544.07,1.96,95.66,,,,,,
,,,48.42,21.84,13.28,28.41,206.95,95.79,6.51,40.27,504.23,1.99,118.93,,,,,,
,,,48.43,19.46,13.99,30.48,187.61,112.07,5.94,37.08,552.53,2.02,106.29,,,,,,
,,,48.45,20.64,9.84,26.61,201.73,107.51,7.7,43.18,512.48,1.8,95.0,,,,,,
,,,48.47,17.86,15.29,29.89,178.47,86.92,6.37,40.18,453.11,1.92,111.82,,,,,,
,,,48.48,20.48,15.12,28.51,147.33,95.25,7.72,31.54,499.11,1.89,92.33,,,,,,
,,,48.5,19.92,12.22,26.93,173.38,87.53,7.85,35.41,502.48,1.77,84.07,,,,,,
,,,48.52,19.35,11.66,22.57,168.82,94.73,5.49,33.48,508.79,1.67,106.54,,,,,,
,,,48.53,18.57,14.04,26.96,185.86,94.26,7.01,37.46,478.0,1.49,102.83,,,,,,
,,,48.55,17.35,13.59,24.2,189.23,85.62,5.43,36.59,418.72,1.85,103.95,,,,,,
,,,48.57,20.5,13.62,30.63,153.32,94.01,6.54,32.17,530.15,1.49,95.48,,,,,,
,,,48.58,18.77,15.96,26.73,182.95,104.88,7.4,34.04,498.27,1.53,116.34,,,,,,
,,,48.6,18.34,16.88,22.28,193.81,103.79,7.78,29.55,460.71,1.9,100.29,,,,,,
,,,48.62,17.73,13.8,29.82,188.69,93.76,6.45,37.15,442.46,1.84,84.33,,,,,,
,,,48.63,19.3,14.18,23.59,217.41,99.66,6.98,42.12,481.2,1.94,115.26,,,,,,
,,,48.65,19.31,15.58,25.84,190.9,94.85,6.94,36.29,467.18,1.93,108.6,,,,,,
,,,48.67,18.69,13.21,29.64,190.39,109.18,6.74,36.63,485.59,2.04,97.79,,,,,,
,,,48.68,16.22,13.72,30.57,180.62,85.61,7.15,37.27,529.47,1.74,91.2,,,,,,
,,,48.7,15.31,16.75,21.56,188.22,93.06,7.38,39.56,495.07,1.76,93.54,,,,,,
,,,48.72,16.86,14.7,26.87,170.54,101.76,5.89,38.88,439.06,1.8,91.59,,,,,,
,,,48.73,19.22,15.83,27.59,186.55,72.17,6.4,40.3,539.64,1.8,90.77,,,,,,
,,,48.75,16.36,15.83,23.77,178.52,86.36,7.98,37.92,543.81,1.55,110.7,,,,,,
,,,48.77,21.57,14.22,29.53,169.83,82.6,6.77,37.4,589.27,1.8,91.63,,,,,,
,,,48.78,22.87,16.14,28.34,198.78,104.51,6.63,37.4,456.75,1.84,87.96,,,,,,
,,,48.8,16.78,11.85,27.22,182.69,90.68,6.54,36.83,602.72,1.84,99.39,,,,,,
,,,48.82,22.99,16.72,29.06,199.9,87.47,8.21,42.34,529.34,1.68,101.95,,,,,,
,,,48.83,19.24,13.93,27.2,164.63,80.02,5.88,35.98,569.29,1.77,88.61,,,,,,
,,,48.85,19.77,15.74,32.87,185.07,84.29,6.26,34.94,621.94,1.8,88.52,,,,,,
,,,48.87,23.17,14.18,28.06,171.23,94.62,7.19,28.52,588.12,1.6,112.16,,,,,,
,,,48.88,18.15,13.83,29.63,154.93,71.21,7.56,34.57,475.24,1.65,94.78,,,,,,
,,,48.9,20.01,13.32,23.91,195.87,104.17,7.89,37.14,532.58,1.45,100.77,,,,,,
,,,48.92,24.07,12.41,29.71,181.54,94.09,7.0,36.36,623.05,1.66,97.5,,,,,,
,,,48.93,20.07,12.9,28.83,168.06,93.14,6.02,35.64,463.07,1.84,94.48,,,,,,
,,,48.95,21.17,16.46,28.06,206.52,97.04,6.52,35.12,460.8,1.9,108.18,,,,,,
,,,48.97,18.98,13.63,24.12,179.62,90.3,6.12,32.83,530.37,1.61,78.08,,,,,,
,,,48.98,23.36,11.98,23.75,182.41,102.0,8.34,37.09,562.84,1.9,85.92,,,,,,
,,,49.0,20.21,14.05,32.58,181.96,98.51,7.65,35.13,480.69,1.69,88.67,,,,,,
,,,49.02,17.35,9.26,28.04,150.63,93.88,7.63,40.01,536.86,1.63,93.38,,,,,,
,,,49.03,21.18,16.13,33.47,206.82,100.13,6.57,41.39,593.07,1.59,109.5,,,,,,
,,,49.05,20.35,13.3,27.67,192.67,122.94,8.41,37.55,442.68,1.68,115.09,,,,,,
,,,49.07,19.74,13.62,31.11,192.24,97.08,7.23,37.17,510.54,1.88,100.18,,,,,,
,,,49.08,22.01,14.55,28.7,183.29,79.05,6.15,35.08,402.54,1.49,94.34,,,,,,
,,,49.1,21.72,14.91,23.03,190.39,105.25,7.53,36.82,564.89,1.81,112.75,,,,,,
,,,49.12,22.47,14.58,25.55,157.86,97.33,7.62,41.03,524.61,1.88,104.46,,,,,,
,,,49.13,21.56,14.85,28.71,124.41,102.2,7.09,33.12,530.24,1.9,88.23,,,,,,
,,,49.15,20.24,13.18,25.41,159.16,81.83,7.09,40.43,535.36,1.84,105.21,,,,,,
,,,49.17,22.16,17.31,26.44,178.44,87.72,7.07,36.66,584.04,1.97,104.29,,,,,,
,,,49.18,21.93,16.93,27.35,167.51,64.09,7.6,37.14,451.2,1.88,101.53,,,,,,
,,,49.2,21.65,13.24,26.22,155.52,98.99,7.36,33.51,536.32,1.8,81.79,,,,,,
,,,49.22,18.94,13.34,32.38,204.03,99.45,7.19,33.82,560.46,1.56,100.03,,,,,,
,,,49.23,19.83,16.4,27.1,199.92,96.03,6.61,39.95,555.16,2.01,108.91,,,,,,
,,,49.25,23.6,13.67,31.09,168.07,77.61,7.48,36.05,535.43,1.89,110.67,,,,,,
,,,49.27,23.54,14.99,24.94,189.95,90.19,5.8,33.73,505.16,1.89,98.51,,,,,,
,,,49.28,24.44,13.28,31.57,190.91,89.83,6.2,33.95,541.33,1.53,81.6,,,,,,
,,,49.3,22.07,13.12,29.82,144.8,89.22,7.39,42.19,543.9,1.68,93.36,,,,,,
,,,49.32,22.12,17.54,28.31,198.6,89.13,7.23,31.08,450.87,1.65,102.45,,,,,,
,,,49.33,19.89,19.86,27.78,196.04,98.94,6.19,32.96,518.34,1.94,96.16,,,,,,
,,,49.35,18.95,17.58,27.92,200.42,97.06,7.53,34.65,479.36,1.82,97.8,,,,,,
,,,49.37,22.2,14.27,31.78,150.88,95.03,5.67,38.04,622.04,1.87,111.84,,,,,,
,,,49.38,18.53,14.93,31.34,195.27,95.47,6.89,38.07,414.07,1.4,88.55,,,,,,
,,,49.4,20.72,16.49,26.49,153.65,94.86,6.19,34.27,530.8,1.53,97.98,,,,,,
,,,49.42,21.87,14.87,26.26,198.6,111.91,8.87,36.32,464.84,1.92,91.38,,,,,,
,,,49.43,17.68,12.19,21.19,196.41,90.7,7.33,34.37,470.07,1.5,104.26,,,,,,
,,,49.45,20.91,14.17,30.35,152.98,105.39,7.23,38.19,504.52,1.78,85.41,,,,,,
,,,49.47,17.76,13.83,32.58,174.69,101.32,6.8,41.69,492.47,1.84,85.18,,,,,,
,,,49.48,20.85,15.06,29.74,172.0,110.55,6.22,38.64,425.27,1.85,97.43,,,,,,
,,,49.5,20.9,17.83,25.46,151.82,95.53,6.22,32.02,531.53,2.08,103.15,,,,,,
,,,49.52,18.1,14.42,27.64,204.82,88.55,6.12,35.13,568.73,1.77,105.07,,,,,,
,,,49.53,16.66,15.99,25.15,171.69,112.12,6.76,36.75,520.96,1.65,123.94,,,,,,
,,,49.55,18.47,14.24,27.42,183.19,93.15,8.49,43.27,489.93,1.71,88.04,,,,,,
,,,49.57,17.29,14.54,26.91,187.92,85.38,5.97,44.0,487.47,1.93,102.76,,,,,,
,,,49.58,19.73,13.47,29.62,179.9,88.77,6.82,37.74,537.83,1.74,86.39,,,,,,
,,,49.6,17.79,16.45,23.23,194.34,103.28,6.46,41.08,589.37,1.99,99.82,,,,,,
,,,49.62,17.5,13.43,30.92,175.21,98.9,6.7,38.23,562.4,1.84,110.69,,,,,,
,,,49.63,17.37,14.29,29.67,131.5,103.18,7.13,40.78,520.01,1.65,92.57,,,,,,
,,,49.65,14.44,16.67,24.76,187.83,84.52,8.17,33.71,595.52,1.92,103.71,,,,,,
,,,49.67,17.33,16.49,29.27,189.67,96.85,8.22,35.66,536.29,1.87,92.39,,,,,,
,,,49.68,19.61,13.77,27.12,183.56,90.96,7.58,35.73,556.08,1.67,106.65,,,,,,
,,,49.7,17.03,15.55,24.62,182.08,95.87,6.0,34.58,569.11,2.11,104.49,,,,,,
,,,49.72,16.34,16.88,24.18,146.4,98.16,6.48,32.5,520.06,1.79,92.93,,,,,,
,,,49.73,19.57,17.25,28.86,203.3,96.07,5.88,39.25,514.12,1.64,103.69,,,,,,
,,,49.75,21.35,14.75,27.82,188.27,96.29,7.44,31.89,497.31,1.67,104.7,,,,,,
,,,49.77,18.12,13.62,33.75,178.83,83.28,7.57,38.2,520.03,1.64,115.26,,,,,,
,,,49.78,20.36,16.15,26.22,190.49,98.43,7.54,33.72,484.17,1.71,90.83,,,,,,
,,,49.8,20.12,17.62,22.68,188.34,118.75,7.24,30.56,496.92,1.75,102.09,,,,,,
,,,49.82,17.57,16.56,24.22,183.17,91.43,7.58,38.14,544.82,1.87,118.72,,,,,,
,,,49.83,22.8,15.64,25.8,195.8,102.76,6.36,35.81,465.7,1.88,102.67,,,,,,
,,,49.85,18.85,15.17,27.05,203.83,92.76,7.13,32.48,530.89,1.27,120.61,,,,,,
,,,49.87,22.47,17.23,32.88,176.01,97.88,5.93,35.87,486.26,1.74,104.58,,,,,,
,,,49.88,19.83,16.39,28.75,198.76,101.57,5.41,38.57,579.3,1.97,103.89,,,,,,
,,,49.9,17.97,14.16,34.99,191.16,95.39,4.75,34.15,476.45,2.05,100.15,,,,,,
,,,49.92,23.73,15.65,33.48,202.29,106.55,6.38,35.65,557.13,1.78,96.95,,,,,,
,,,49.93,17.71,15.02,30.2,210.61,108.69,6.53,35.12,542.93,1.83,101.16,,,,,,
,,,49.95,20.19,16.16,26.76,181.58,100.31,7.37,39.95,575.68,1.71,102.42,,,,,,
,,,49.97,20.25,15.05,29.96,164.37,125.81,6.65,37.7,557.51,1.85,85.8,,,,,,
,,,49.98,18.28,15.3,28.52,183.26,99.86,7.29,37.5,589.34,1.87,80.41,,,,,,
,,,50.0,18.35,14.83,29.19,187.61,118.12,8.03,41.51,467.65,2.04,91.66,,,,,,
,,,50.02,17.74,17.67,30.81,171.2,101.95,7.52,38.38,508.41,2.12,78.12,,,,,,
,,,50.03,20.05,17.81,31.67,179.87,102.06,7.75,37.52,556.28,2.08,103.42,,,,,,
,,,50.05,17.68,14.55,25.79,176.02,88.74,6.98,38.59,513.86,1.73,125.45,,,,,,
,,,50.07,18.15,17.51,30.75,204.49,92.67,5.41,31.39,475.72,1.92,108.84,,,,,,
,,,50.08,21.16,14.01,31.43,177.29,96.16,6.5,37.02,452.22,1.96,93.31,,,,,,
,,,50.1,17.87,15.45,31.81,207.37,83.72,6.78,39.03,512.52,1.82,96.83,,,,,,
,,,50.12,18.59,14.33,35.32,170.95,111.96,7.54,35.82,443.28,1.62,104.19,,,,,,
,,,50.13,20.47,17.29,28.27,176.31,100.77,5.93,33.4,558.96,1.93,97.97,,,,,,
,,,50.15,17.39,13.6,31.42,206.7,88.58,6.8,34.22,386.92,2.32,90.45,,,,,,
,,,50.17,21.22,17.0,36.48,157.39,107.99,8.5,37.66,557.91,2.01,103.27,,,,,,
,,,50.18,16.05,16.41,22.61,183.55,95.41,6.0,35.94,620.4,2.06,104.34,,,,,,
,,,50.2,23.16,15.66,27.23,165.39,107.84,6.28,33.28,547.75,1.68,97.31,,,,,,
,,,50.22,20.57,15.42,33.19,184.7,93.11,7.51,36.86,561.85,1.86,104.67,,,,,,
,,,50.23,21.73,15.32,26.15,152.72,98.34,8.32,35.02,532.15,1.73,122.87,,,,,,
,,,50.25,19.91,14.55,31.54,165.82,95.87,8.15,40.17,422.42,1.87,101.79,,,,,,
,,,50.27,17.6,16.58,31.17,198.9,95.87,5.55,29.31,561.48,1.55,89.5,,,,,,
,,,50.28,21.28,17.76,29.68,155.85,82.94,7.79,32.17,435.99,1.88,93.79,,,,,,
,,,50.3,21.54,17.56,28.85,209.73,83.46,7.75,33.66,564.23,1.71,118.35,,,,,,
,,,50.32,18.1,14.42,26.28,214.97,98.93,7.36,35.81,563.42,1.78,96.44,,,,,,
,,,50.33,20.51,13.36,28.59,204.99,86.45,6.7,33.79,496.28,1.76,128.12,,,,,,
,,,50.35,16.71,16.21,23.07,195.19,94.26,7.5,29.19,566.77,1.94,95.49,,,,,,
,,,50.37,21.79,15.25,26.18,169.08,101.17,7.66,33.81,547.6,2.0,85.38,,,,,,
,,,50.38,20.44,15.83,27.98,196.06,91.84,6.59,35.35,454.35,2.12,111.7,,,,,,
,,,50.4,16.79,15.74,27.32,183.34,112.09,5.51,36.32,510.51,1.98,104.31,,,,,,
,,,50.42,20.3,18.59,27.86,194.86,100.72,7.41,31.55,551.48,1.81,98.99,,,,,,
,,,50.43,21.43,13.89,27.55,164.77,111.36,7.24,42.43,487.97,1.94,83.2,,,,,,
,,,50.45,19.04,13.09,27.88,190.76,97.91,7.23,36.01,538.08,1.97,85.09,,,,,,
,,,50.47,18.06,14.46,25.96,161.44,88.48,5.58,37.36,529.92,1.58,101.14,,,,,,
,,,50.48,22.64,15.79,31.77,167.11,114.38,6.15,34.25,583.09,1.89,100.15,,,,,,
,,,50.5,17.86,17.29,29.79,192.63,86.61,8.27,33.82,509.79,2.1,100.46,,,,,,
,,,50.52,19.48,14.85,25.9,187.84,90.89,7.15,33.14,648.16,1.89,93.02,,,,,,
,,,50.53,16.65,15.09,29.51,161.63,87.46,7.75,35.97,538.0,2.28,115.33,,,,,,
,,,50.55,17.04,15.84,27.49,138.15,96.38,6.81,40.79,447.18,2.14,102.69,,,,,,
,,,50.57,15.08,15.74,30.55,165.26,93.76,7.65,35.39,511.13,2.01,103.89,,,,,,
,,,50.58,15.35,15.54,28.14,193.07,108.82,8.02,38.34,542.71,1.95,107.44,,,,,,
,,,50.6,19.22,16.21,34.84,183.98,81.37,7.26,42.0,552.52,1.8,108.46,,,,,,
,,,50.62,21.25,16.39,33.12,217.0,107.22,6.89,38.13,514.98,2.04,93.16,,,,,,
,,,50.63,17.44,15.87,29.1,172.95,83.95,6.15,35.59,530.18,1.5,96.52,,,,,,
,,,50.65,16.57,15.66,32.25,160.5,97.57,7.46,36.18,514.64,1.97,96.61,,,,,,
,,,50.67,18.75,17.82,32.86,191.36,101.04,7.82,39.24,606.29,1.87,99.4,,,,,,
,,,50.68,17.89,16.25,29.65,169.69,97.15,6.4,40.72,548.15,2.04,109.04,,,,,,
,,,50.7,20.46,14.71,27.04,179.64,94.22,6.33,36.95,598.54,1.83,84.05,,,,,,
,,,50.72,17.62,17.38,32.1,216.94,104.78,6.57,30.25,507.72,1.79,108.3,,,,,,
,,,50.73,19.05,17.57,30.24,154.09,102.63,7.28,32.05,474.88,2.07,108.79,,,,,,
,,,50.75,19.81,18.85,29.99,194.55,79.42,8.07,38.19,479.95,1.84,98.42,,,,,,
,,,50.77,14.61,16.58,28.32,185.81,101.65,6.34,44.56,565.75,1.55,102.89,,,,,,
,,,50.78,20.15,18.25,29.94,196.59,114.63,6.96,41.54,482.46,1.6,97.59,,,,,,
,,,50.8,17.42,14.63,30.34,209.01,88.21,6.35,36.04,496.32,1.95,96.94,,,,,,
,,,50.82,21.72,15.16,28.12,171.55,89.36,7.75,39.56,492.04,2.0,106.72,,,,,,
,,,50.83,14.58,15.46,22.58,179.11,97.25,6.44,35.11,558.57,2.2,105.65,,,,,,
,,,50.85,17.26,15.69,30.74,170.42,103.14,6.34,35.15,585.6,1.77,107.93,,,,,,
,,,50.87,20.24,17.85,33.26,195.76,97.66,7.02,40.52,400.81,1.7,93.69,,,,,,
,,,50.88,17.76,14.54,30.4,190.92,100.19,6.5,33.33,444.32,1.73,115.05,,,,,,
,,,50.9,18.23,18.61,34.8,184.13,98.73,5.66,40.71,669.24,2.07,97.25,,,,,,
,,,50.92,17.27,15.77,27.81,170.9,96.61,8.28,37.78,419.59,1.98,111.64,,,,,,
,,,50.93,19.85,12.9,31.03,173.47,96.72,6.47,34.93,517.7,1.86,87.76,,,,,,
,,,50.95,20.93,15.49,27.16,183.35,101.71,6.55,39.15,477.56,1.72,110.97,,,,,,
,,,50.97,19.86,16.08,31.08,156.12,88.64,7.41,34.75,518.16,2.09,78.8,,,,,,
,,,50.98,19.53,15.43,31.16,177.54,95.89,6.12,32.18,467.79,1.96,116.9,,,,,,
,,,51.0,16.35,15.46,33.59,184.6,80.08,6.28,36.07,579.56,2.22,91.56,,,,,,
,,,51.02,13.99,15.26,31.54,172.73,109.22,6.49,34.96,494.48,1.74,96.03,,,,,,
,,,51.03,17.7,15.62,35.59,181.67,92.21,6.23,39.33,517.67,1.9,107.26,,,,,,
,,,51.05,15.09,18.24,28.73,202.75,105.31,6.38,34.25,553.52,1.95,116.42,,,,,,
,,,51.07,17.84,16.84,28.08,195.55,95.32,6.82,37.54,521.43,1.8,109.68,,,,,,
,,,51.08,18.62,12.85,30.65,184.11,88.94,6.55,38.22,555.51,1.99,92.95,,,,,,
,,,51.1,20.8,15.74,32.56,193.4,81.3,7.25,34.57,427.84,1.91,106.31,,,,,,
,,,51.12,15.85,13.4,31.05,188.3,100.92,5.83,38.48,460.3,2.29,102.54,,,,,,
,,,51.13,17.17,16.6,30.95,222.64,98.87,5.93,44.94,520.51,2.02,92.23,,,,,,
,,,51.15,19.03,17.1,29.19,169.97,110.09,6.79,36.77,531.3,1.38,89.07,,,,,,
,,,51.17,21.54,16.12,26.61,185.01,89.37,7.45,38.87,520.01,2.08,108.13,,,,,,
,,,51.18,19.14,15.55,32.66,189.64,99.38,7.22,35.69,495.55,2.08,88.76,,,,,,
,,,51.2,22.36,18.71,34.09,199.54,81.78,8.01,34.66,484.83,1.71,102.91,,,,,,
,,,51.22,17.74,18.43,30.48,191.84,91.08,7.04,31.29,462.69,1.96,90.22,,,,,,
,,,51.23,16.83,15.05,30.94,174.69,97.64,6.43,35.48,511.41,1.95,110.38,,,,,,
,,,51.25,17.04,19.13,31.28,171.07,101.26,6.93,40.23,436.7,1.92,86.83,,,,,,
,,,51.27,19.38,15.84,28.75,187.92,117.37,6.03,40.23,575.31,2.04,117.25,,,,,,
,,,51.28,18.65,16.55,26.43,176.89,103.98,8.48,33.5,665.42,1.58,97.89,,,,,,
,,,51.3,19.44,13.5,33.62,189.86,94.55,7.86,37.14,597.7,1.99,101.78,,,,,,
,,,51.32,18.91,14.65,27.66,199.01,112.1,7.23,38.78,525.45,1.8,107.75,,,,,,
,,,51.33,18.41,16.31,33.33,184.14,89.92,7.43,31.9,527.67,1.96,124.15,,,,,,
,,,51.35,18.13,20.0,28.71,215.27,102.8,7.35,38.52,549.78,2.04,104.2,,,,,,
,,,51.37,17.45,17.6,31.55,176.56,102.79,7.0,32.57,532.49,2.18,98.09,,,,,,
,,,51.38,21.75,15.04,35.16,187.36,93.72,8.15,41.29,594.23,1.83,106.85,,,,,,
,,,51.4,17.66,14.24,29.65,217.07,89.93,8.28,28.79,472.53,1.8,93.84,,,,,,
,,,51.42,16.59,13.84,30.4,162.63,107.16,7.81,33.85,604.36,1.92,110.66,,,,,,
,,,51.43,21.9,18.27,27.45,195.28,109.86,8.11,35.91,535.51,1.88,102.46,,,,,,
,,,51.45,18.86,17.25,33.4,202.53,78.18,7.3,41.84,561.35,1.96,98.72,,,,,,
,,,51.47,21.08,15.75,30.08,170.23,107.72,7.53,36.7,485.22,2.08,106.87,,,,,,
,,,51.48,17.83,14.83,32.8,182.34,97.16,6.45,31.29,606.01,1.65,108.16,,,,,,
,,,51.5,18.13,15.16,32.13,150.09,95.49,7.08,33.42,522.28,1.89,99.43,,,,,,
,,,51.52,20.57,14.7,28.18,196.8,104.33,8.12,39.41,491.48,1.89,120.32,,,,,,
,,,51.53,20.52,17.88,32.13,219.68,109.09,6.66,43.87,509.22,1.71,102.24,,,,,,
